Food_ID,Name,C_Type,Veg_Non,Describe
558,Beef Fry,main course,non vegetarian,"Beef, coconut, garam masala, curry leaves, green chilies, chili powder"
559,Kootu,main course,vegetarian,"Chana dal, urad dal, potato, beans, peas"
560,Kos kootu,main course,vegetarian,"Moong dal, chana dal, cabbage, tamarind, curry leaves"
561,Koshambri,main course,vegetarian,"Moong dal, cucumber, curry leaves, green chili, lemon juice"
562,Kothamali sadam,main course,vegetarian,"Chana dal, urad dal, gooseberry, raw rice, curry leaves"
563,Kuzhakkattai,main course,vegetarian,"Sesame oil, raw rice, jaggery, grated coconut"
564,Kuzhambu,main course,vegetarian,"Pearl onions, urad dal, drumsticks, tomato, curry leaves"
565,Masala Dosa,snack,vegetarian,"Chana dal, urad dal, potatoes, idli rice, thick poha"
566,Pachadi,main course,vegetarian,"Coconut oil, cucumber, curd, curry leaves, mustard seeds"
567,Paniyaram,main course,vegetarian,"Yogurt, ginger, curry leaves, baking soda, green chilli"
568,Papadum,snack,vegetarian,"Lentils, black pepper, vegetable oil"
569,Paravannam,main course,vegetarian,"Raw rice,  jaggery, milk"
570,Payasam,dessert,vegetarian,"Rice, cashew nuts, milk, raisins, sugar"
571,Paruppu sadam,main course,vegetarian,"Arhar dal, sambar powder, tomato, curry leaves, fennel seeds"
572,Pesarattu,snack,vegetarian,"Green moong beans, rice flour"
573,Poriyal,main course,vegetarian,"Chana dal, urad dal, beans, coconut, mustard"
574,Puli sadam,main course,vegetarian,"Urad dal, lemon, tamarind, cooked rice, curry leaves"
575,Rasam,main course,vegetarian,"Tomato, curry leaves, garlic, mustard seeds, hot water"
576,Puttu,main course,vegetarian,"Brown rice flour, sugar, grated coconut"
577,Sambar,main course,vegetarian,"Pigeon peas, eggplant, drumsticks, sambar powder, tamarind"
578,Sandige,main course,vegetarian,"Thin rice flakes, black sesame seeds, curry leaves"
579,Sevai,main course,vegetarian,"Sevai, parboiled rice, steamer"
580,Thayir sadam,main course,vegetarian,"Urad dal, curd, sesame oil, ginger, curry leaves, mustard seeds"
581,Theeyal,main course,vegetarian,"Coconut, whole red beans, masala, sesame oil, tamarind"
582,Uttapam,snack,vegetarian,"Chana dal, urad dal, thick poha, tomato, butter"
583,Vada,snack,vegetarian,"Urad dal, ginger, curry leaves, green chilies, black pepper"
584,Chicken Varuval,main course,non vegetarian,"Meat curry powder, chicken chunks, ginger, tomato, cinnamon"
585,Upma,snack,vegetarian,"Chana dal, urad dal, ginger, curry leaves, sugar"
586,Amti,main course,vegetarian,"Kala masala, arhar dal, curry leaves, mustard seeds, hot water"
587,Zunka,main course,vegetarian,"Gram flour, mustard, garlic, turmeric, red chilli"
588,Kolim Jawla,main course,non vegetarian,"Baingan, fish, coconut oil, fresh coconut, ginger"
589,Saath,main course,vegetarian,"Urad dal, potatoes, wheat flour, sooji"
590,Bajri no rotlo,main course,vegetarian,"Wheat flour, pearl millet flour, hot water"
591,Coconut vadi,dessert,vegetarian,"Condensed milk, mawa, desiccated coconut, almonds, cashews"
592,Bhakri,main course,vegetarian,"Jowar flour, sesame seeds"
593,Bombil fry,main course,non vegetarian,"Bombay duck, malvani masala, rice flour, bombay rava, green chilies"
594,Chakali,snack,vegetarian,"Rice flour, sesame, plain flour, turmeric, red chilli"
595,Chevdo,snack,vegetarian,"Citric acid, fry, raisins, sugar, chana daal"
596,Chorafali,snack,vegetarian,"Urad dal, bengal gram flour, dried mango, baking soda, black salt"
597,Copra paak,main course,vegetarian,"Condensed milk, nestle cream, coconut ice, red food coloring, desiccated coconut"
598,Daal Dhokli,main course,vegetarian,"Whole wheat flour, dal, kokum, gur, bengal gram flour"
599,Kutchi dabeli,snack,vegetarian,"Pav, aloo, peanut, pomegranate, star anise"
600,Dahi vada,snack,vegetarian,"Urad dal, bhuna chana, garam masala, dates, tamarind"
601,Dalithoy,main course,vegetarian,"Arhar dal, coconut oil, curry leaves, mustard seeds, red chilli"
602,Dhokla,snack,vegetarian,"Rava, coconut, gram flour, mustard, sesame"
603,Dudhi halwa,dessert,vegetarian,"Bottle gourd, green, raisins, sugar, clarified butter"
604,Gatta curry,main course,vegetarian,"Yogurt, besan, sauce, garam masala powder, gram flour"
605,Gud papdi,dessert,vegetarian,"Wheat flour, jaggery, clarified butter, sliced almonds"
606,Ghooghra,snack,vegetarian,"Dry fruits, semolina, all purpose flour"
607,Handwo,snack,vegetarian,"Bottle gourd, chana dal, cabbage, urad dal, toor dal"
608,Halvasan,dessert,vegetarian,"Whole wheat rava, chia seed, lemon, edible gum, litre milk"
609,Jeera Aloo,main course,vegetarian,"Green chilies, lemon juice, chili powder, boiled potatoes"
610,Kansar,main course,vegetarian,"Wheat flour, cashews, rapeseed oil"
611,Keri no ras,main course,vegetarian,"Mango, sugar"
612,Khakhra,snack,vegetarian,"Whole wheat flour, low fat, bengal gram flour"
613,Khandvi,snack,vegetarian,"Green chili paste, white sesame seeds, gram flour, curry leaves, green chili"
614,Kombdi vade,snack,vegetarian,"Rice flour, urad dal, wheat flour, gram flour, turmeric"
615,Laapsi,main course,vegetarian,"Cinnamon, jaggery, clarified butter, dry roasted"
616,Koshimbir,main course,vegetarian,"Cucumber, carrot, tomatoes, cilantro"
617,Methi na Gota,main course,vegetarian,"Rava, gram flour, lemon juice, turmeric, fenugreek leaves"
618,Mohanthal,dessert,vegetarian,"Rose water, pistachio, badam, bengal gram flour, saffron"
619,Muthiya,snack,vegetarian,"Bottle gourd, whole wheat flour, rava, sesame seeds, bengal gram flour"
620,Patra,snack,vegetarian,"Arbi ke patte, sesame seeds, gur, bengal gram flour, imli"
621,Pav Bhaji,main course,vegetarian,"Pav bhaji masala, gobi, potatoes, green peas, dinner rolls"
622,Puri Bhaji,main course,vegetarian,"Aloo, urad dal, mustard, ginger, curry leaves"
623,Sabudana Khichadi,snack,vegetarian,"Raw peanuts, sabudana, lemon, avocado oil, curry leaves, green chili"
624,Sev khamani,main course,vegetarian,"Khaman, pomegranate, sev, powdered sugar, garlic"
625,Sev tameta,main course,vegetarian,"Sev, ginger, tomato, sugar"
626,Namakpara,snack,vegetarian,"Wheat flour, baking soda, all purpose flour, black pepper, sunflower oil"
627,Sukhdi,dessert,vegetarian,"Whole wheat flour, gur, clarified butter"
628,Surnoli,snack,vegetarian,"Rice flakes, yogurt, raw rice, jaggery, grated coconut"
629,Thalipeeth,main course,vegetarian,"Whole wheat flour, rice flour, pearl millet flour, sorghum flour, sesame seeds"
630,Undhiyu,main course,vegetarian,"Sweet potato, surti papdi, baby potatoes, valor papdi, green peas"
631,Veg Kolhapuri,main course,vegetarian,"Gobi, potato, beans, khus khus, coconut"
632,Vindaloo,main course,non vegetarian,"Chicken, coconut oil, wine vinegar, ginger, green, cinnamon"
633,Lilva Kachori,snack,vegetarian,"Green garlic chutney, fresh green peas, ginger, lemon juice, plain flour"
634,Mag Dhokli,snack,vegetarian,"Moong beans, jaggery, red chillies, oil, salt"
635,Khichu,snack,vegetarian,"Rice flour, sesame seeds, baking soda, peanut oil"
636,Thepla,snack,vegetarian,"Chickpea flour, methi leaves, jowar flour, wheat flour"
637,Farsi Puri,snack,vegetarian,"Semolina, clarified butter, oil, white flour, black pepper"
638,Khaman,snack,vegetarian,"Yogurt, fresh coconut, sesame seeds, semolina, gram flour"
639,Turiya Patra Vatana sabji,main course,vegetarian,"Ridge gourd, baking soda, sugar, grated coconut, peas"
640,Churma Ladoo,dessert,vegetarian,"Whole wheat flour, khus khus, sesame seeds, dry coconut, gur"
641,Cheera Doi,dessert,vegetarian,"Rice, mango, curd"
642,Gheela Pitha,dessert,vegetarian,"Sticky rice, rice flour, jaggery, orange rind"
643,Khar,main course,vegetarian,"Raw papaya, panch phoran masala, nigella seeds, mustard oil, fennel seeds"
644,Kumol Sawul,main course,non vegetarian,"Rice, eggs, carrot, beetroot"
645,Luchi,main course,vegetarian,"Maida, vegetable oil"
646,Alu Pitika,main course,non vegetarian,"Potatoes, mustard oil, fish, green chillies"
647,Masor tenga,main course,non vegetarian,"Ridge gourd, fish, lemon, tomatoes, mustard oil"
648,Bengena Pitika,main course,vegetarian,"Brinjal, onions, salt, sesame seeds, coriander"
649,Bilahi Maas,main course,non vegetarian,"Potatoes, garam masala, tomatoes, mustard oil, bay leaf"
650,Black rice,main course,non vegetarian,"Forbidden black rice, chicken, olive oil, slivered almonds, garlic powder"
651,Bora Sawul,main course,vegetarian,"Biryani masala, mixed vegetables, yellow moong daal, whole red, mustard seeds"
652,Brown Rice,main course,vegetarian,"Brown rice, soy sauce, olive oil"
653,Chingri malai curry,main course,non vegetarian,"Coconut milk, lobster, fresh green chilli, ginger, red onion"
654,Goja,dessert,vegetarian,"Baking soda, clarified butter, oil, all purpose flour"
655,Hando Guri,dessert,vegetarian,"Jaggery, raisins"
656,Haq Maas,main course,non vegetarian,"Lamb, garam masala powder, curd, turmeric, bay leaf"
657,Chingri Bhape,main course,non vegetarian,"Coconut, prawns, curd, mustard seed, green chili"
658,Kabiraji,main course,non vegetarian,"Fish fillet, besan, lemon, mint, ginger"
659,Khorisa,main course,vegetarian,"Fermented bamboo shoot, potato, ginger, green, mustard oil"
660,Koldil Chicken,main course,non vegetarian,"Banana flower, chicken, green chili, mustard oil, lemon juice"
661,Konir Dom,main course,non vegetarian,"Aloo, tomatoes, mustard oil, bay leaf, cinnamon stick"
662,Koldil Duck,main course,non vegetarian,"Rice flour, mutton, banana, gram flour, olive oil, baking powder"
663,Masor Koni,main course,non vegetarian,"Fish roe, pumpkin flowers, mustard oil, turmeric, tomato"
664,Mishti Chholar Dal,main course,vegetarian,"Chana dal, fresh coconut, ginger, cinnamon, raisins"
665,Pakhala,main course,vegetarian,"Curd, cooked rice, curry leaves, dry chilli"
666,Pani Pitha,main course,vegetarian,"Tea leaves, white sesame seeds, dry coconut, soaked rice"
667,Payokh,dessert,vegetarian,"Basmati rice, rose water, sugar, clarified butter, cardamom pods"
668,Prawn malai curry,main course,non vegetarian,"Coconut milk, prawns, garlic, turmeric, sugar"
669,Red Rice,main course,vegetarian,"Red pepper, red onion, butter, watercress, olive oil"
670,Shukto,main course,vegetarian,"Green beans, bitter gourd, ridge gourd, banana, brinjal"
671,Til Pitha,dessert,vegetarian,"Glutinous rice, black sesame seeds, gur"
672,Bebinca,dessert,vegetarian,"Coconut milk, egg yolks, clarified butter, all purpose flour"
673,Shufta,dessert,vegetarian,"Cottage cheese, dry dates, dried rose petals, pistachio, badam"
674,Mawa Bati,dessert,vegetarian,"Milk powder, dry fruits, arrowroot powder, all purpose flour"
675,Pinaca,dessert,vegetarian,"Brown rice, fennel seeds, grated coconut, black pepper, ginger powder"
676,kaathi rolls,Main Course,veg or non-veg,"paratha or roti wrapped around a filling of choice, such as grilled meat, paneer, or vegetables, along with onions, chutneys, and spices"
677,Pizza,Main Course,veg or non-veg,"round flatbread topped with tomato sauce, cheese, and various toppings such as vegetables, meats, and herbs"
678,Chapati,Bread,veg,"unleavened flatbread made from whole wheat flour, water, and salt, cooked on a griddle or skillet"
679,Pakode,Appetizer,veg,"deep-fried fritters made from gram flour (besan) batter mixed with various vegetables such as potatoes, onions, spinach, or paneer, seasoned with spices like cumin, coriander, and chili powder"
680,Kulfi,Dessert,veg,"a frozen dairy dessert similar to ice cream, made with condensed milk, sugar, and various flavors such as cardamom, saffron, pistachio, or rosewater, traditionally set in cone-shaped molds"
681,Chai,Drink,veg,"a hot beverage made from brewed tea leaves, milk, water, sugar, and spices such as cardamom, cinnamon, ginger, and cloves, traditionally served with snacks like biscuits or pakoras"
682,Jalebi,Dessert,veg,"a sweet deep-fried batter soaked in sugar syrup, made from all-purpose flour, yogurt, sugar, saffron, and cardamom"
683,Momos,Appetizer,veg or non-veg,"steamed or fried dumplings filled with a mixture of minced meat or vegetables, onions, garlic, ginger, and spices, typically served with a dipping sauce like tomato chutney or soy sauce"
684,Masala Dosa,Main Course,veg,"a South Indian crepe made from fermented rice and lentil batter, filled with a spiced potato filling, typically served with coconut chutney and sambar"
685,Idli,Main Course,veg,"steamed rice cakes made from a fermented batter of rice and urad dal (black lentils), typically served with coconut chutney and sambar"
686,Kadhai Paneer,Main Course,veg,"a North Indian dish made from paneer (cottage cheese) cooked with onions, tomatoes, bell peppers, ginger, garlic, and spices such as coriander, cumin, and garam masala, served in a kadhai (wok)"
687,Fried Rice,Main Course,veg or non-veg,"cooked rice stir-fried with vegetables, eggs, and/or meat, flavored with soy sauce, garlic, ginger, and other seasonings"
688,Chole Bhature,Main Course,veg,"a North Indian dish consisting of spicy chickpea curry (chole) served with deep-fried bread (bhature), typically accompanied by pickles or onions"
689,Paani Puri,Appetizer,veg,"small round hollow puris filled with a mixture of spicy, tangy water, tamarind chutney, boiled potatoes, chickpeas, and chaat masala, popular street food in India"
690,Samosa,Appetizer,veg or non-veg,"triangular pastry filled with spiced potatoes, peas, and sometimes meat, deep-fried until crispy, served with chutneys"
691,Butter Naan,Bread,veg,"soft, leavened bread made from white flour, yogurt, yeast, and ghee (clarified butter), baked in a tandoor (clay oven), brushed with butter before serving"
692,Burger,Main Course,veg or non-veg,"a sandwich consisting of a cooked patty of ground meat (or veggie patty), typically beef, chicken, or plant-based alternatives, served on a bun with lettuce, tomato, onion, cheese, and condiments"
693,Dal Makhani,Main Course,veg,"a rich and creamy Punjabi lentil curry made from whole black lentils (urad dal), red kidney beans (rajma), butter, cream, tomatoes, onions, ginger, garlic, and spices"
694,Pav Bhaji,Main Course,veg,"a Maharashtrian street food dish consisting of spiced mashed vegetables (bhaji) served with buttered bread rolls (pav), garnished with onions, lemon, and cilantro"
695,Dhokla,Appetizer,veg,"a steamed savory cake made from fermented rice and chickpea flour batter, seasoned with mustard seeds, curry leaves, and green chilies, typically served with chutneys"
